118, 71, 0.541664829639266
123, 72, 0.19739555984988078
127, 72, 0
132, 73, 0.19739555984988078
137, 74, 0.19739555984988078
144, 76, 0.27829965900511133
152, 80, 0.4636476090008061
160, 84, 0.4636476090008061
169, 89, 0.507098504392337
177, 94, 0.5585993153435624
183, 97, 0.4636476090008061
187, 100, 0.6435011087932844
191, 103, 0.6435011087932844
193, 106, 0.982793723247329
194, 108, 1.1071487177940904
194, 110, 1.5707963267948966
195, 113, 1.2490457723982544
196, 117, 1.3258176636680326
198, 125, 1.3258176636680326
199, 134, 1.460139105621001
201, 143, 1.3521273809209546
205, 154, 1.2220253232109897
207, 166, 1.4056476493802699
207, 175, 1.5707963267948966
208, 185, 1.4711276743037347
208, 194, 1.5707963267948966
208, 204, 1.5707963267948966
208, 214, 1.5707963267948966
208, 224, 1.5707963267948966
207, 232, -1.446441332248135
205, 239, -1.2924966677897853
202, 246, -1.1659045405098132
199, 249, -0.7853981633974483
196, 253, -0.9272952180016122
186, 261, -0.6747409422235527
180, 265, -0.5880026035475675
166, 272, -0.4636476090008061
161, 274, -0.3805063771123649
154, 277, -0.4048917862850834
153, 277, 0
150, 277, 0
149, 277, 0
147, 277, 0
146, 277, 0
146, 276, -1.5707963267948966
145, 275, 0.7853981633974483
143, 272, 0.982793723247329
142, 271, 0.7853981633974483
140, 270, 0.4636476090008061
129, 264, 0.49934672168013006
122, 259, 0.6202494859828215
116, 256, 0.4636476090008061
110, 253, 0.4636476090008061
108, 251, 0.7853981633974483
105, 250, 0.3217505543966422
101, 248, 0.4636476090008061
99, 247, 0.4636476090008061
98, 247, 0
97, 247, 0
96, 247, 0
96, 246, -1.5707963267948966
95, 246, 0
94, 246, 0
93, 246, 0
