0.0, 0.0, 0.043300474213363305
-1.0, 1.0, -0.7853981633974483
-6.0, 8.0, -0.9505468408120751
-9.0, 11.0, -0.7853981633974483
-10.0, 13.0, -1.1071487177940904
-11.0, 14.0, -0.7853981633974483
-13.0, 16.0, -0.7853981633974483
-15.0, 17.0, -0.4636476090008061
-17.0, 20.0, -0.982793723247329
-22.0, 25.0, -0.7853981633974483
-26.0, 29.0, -0.7853981633974483
-28.0, 32.0, -0.982793723247329
-32.0, 36.0, -0.7853981633974483
-35.0, 40.0, -0.9272952180016122
-39.0, 43.0, -0.6435011087932844
-43.0, 47.0, -0.7853981633974483
-45.0, 50.0, -0.982793723247329
-49.0, 54.0, -0.7853981633974483
-53.0, 57.0, -0.6435011087932844
-55.0, 61.0, -1.1071487177940904
-60.0, 65.0, -0.6747409422235527
-64.0, 71.0, -0.982793723247329
-69.0, 77.0, -0.8760580505981934
-74.0, 83.0, -0.8760580505981934
-79.0, 89.0, -0.8760580505981934
-84.0, 95.0, -0.8760580505981934
-91.0, 103.0, -0.851966327173272
-97.0, 111.0, -0.9272952180016122
-105.0, 119.0, -0.7853981633974483
-113.0, 129.0, -0.8960553845713439
-120.0, 138.0, -0.9097531579442097
-128.0, 145.0, -0.7188299996216245
-135.0, 152.0, -0.7853981633974483
-140.0, 159.0, -0.9505468408120751
-148.0, 166.0, -0.7188299996216245
-154.0, 174.0, -0.9272952180016122
-162.0, 183.0, -0.844153986113171
-168.0, 190.0, -0.8621700546672264
-175.0, 199.0, -0.9097531579442097
-181.0, 207.0, -0.9272952180016122
-188.0, 216.0, -0.9097531579442097
-195.0, 225.0, -0.9097531579442097
-203.0, 234.0, -0.844153986113171
-211.0, 244.0, -0.8960553845713439
-219.0, 254.0, -0.8960553845713439
-240.0, 281.0, -0.9097531579442097
-246.0, 290.0, -0.982793723247329
-262.0, 311.0, -0.9197196053504169
-269.0, 321.0, -0.960070362405688
-288.0, 344.0, -0.8803498697402046
-294.0, 353.0, -0.982793723247329
-300.0, 362.0, -0.982793723247329
-305.0, 372.0, -1.1071487177940904
-310.0, 379.0, -0.9505468408120751
-315.0, 386.0, -0.9505468408120751
-318.0, 391.0, -1.0303768265243125
-324.0, 397.0, -0.7853981633974483
-328.0, 403.0, -0.982793723247329
-332.0, 410.0, -1.0516502125483738
-336.0, 415.0, -0.8960553845713439
-338.0, 417.0, -0.7853981633974483
-341.0, 421.0, -0.9272952180016122
-344.0, 425.0, -0.9272952180016122
-347.0, 429.0, -0.9272952180016122
-351.0, 434.0, -0.8960553845713439
-355.0, 439.0, -0.8960553845713439
-359.0, 446.0, -1.0516502125483738
-364.0, 453.0, -0.9505468408120751
-369.0, 461.0, -1.0121970114513341
-374.0, 467.0, -0.8760580505981934
-378.0, 472.0, -0.8960553845713439
-382.0, 476.0, -0.7853981633974483
-386.0, 483.0, -1.0516502125483738
-390.0, 487.0, -0.7853981633974483
-394.0, 492.0, -0.8960553845713439
-397.0, 496.0, -0.9272952180016122
-400.0, 500.0, -0.9272952180016122
-404.0, 504.0, -0.7853981633974483
-407.0, 508.0, -0.9272952180016122
-411.0, 514.0, -0.982793723247329
-416.0, 521.0, -0.9505468408120751
-420.0, 527.0, -0.982793723247329
-423.0, 532.0, -1.0303768265243125
-425.0, 534.0, -0.7853981633974483
-428.0, 538.0, -0.9272952180016122
-431.0, 542.0, -0.9272952180016122
-435.0, 548.0, -0.982793723247329
-439.0, 553.0, -0.8960553845713439
-441.0, 555.0, -0.7853981633974483
-443.0, 557.0, -0.7853981633974483
-445.0, 560.0, -0.982793723247329
-447.0, 563.0, -0.982793723247329
-449.0, 565.0, -0.7853981633974483
-451.0, 568.0, -0.982793723247329
-452.0, 572.0, -1.3258176636680326
-455.0, 575.0, -0.7853981633974483
-457.0, 577.0, -0.7853981633974483
-459.0, 581.0, -1.1071487177940904
-461.0, 584.0, -0.982793723247329
-463.0, 587.0, -0.982793723247329
-465.0, 591.0, -1.1071487177940904
-467.0, 593.0, -0.7853981633974483
-468.0, 595.0, -1.1071487177940904
-469.0, 596.0, -0.7853981633974483
-469.0, 597.0, 1.5707963267948966
-470.0, 599.0, -1.1071487177940904
-473.0, 605.0, -1.1071487177940904
-474.0, 608.0, -1.2490457723982544
-475.0, 610.0, -1.1071487177940904
-477.0, 614.0, -1.1071487177940904
-480.0, 617.0, -0.7853981633974483
-482.0, 621.0, -1.1071487177940904
-483.0, 622.0, -0.7853981633974483
-484.0, 624.0, -1.1071487177940904
-486.0, 626.0, -0.7853981633974483
-488.0, 630.0, -1.1071487177940904
-489.0, 632.0, -1.1071487177940904
-490.0, 633.0, -0.7853981633974483
-493.0, 636.0, -0.7853981633974483
-494.0, 637.0, -0.7853981633974483
-496.0, 639.0, -0.7853981633974483
-496.0, 641.0, 1.5707963267948966
-499.0, 644.0, -0.7853981633974483
-499.0, 646.0, 1.5707963267948966
-500.0, 647.0, -0.7853981633974483
-502.0, 649.0, -0.7853981633974483
-502.0, 650.0, 1.5707963267948966
-503.0, 650.0, 0
